posting_id,image,image_phash,title,label_group,title_original,caption_en,caption_vi
train_37449089,559a1444d3ba65a1588cef1600b7e935.jpg,dc6c930fc2f216d2,piyama pajamas bunga salma green  maroon,1108403403,Piyama/ Pajamas BUNGA SALMA- Green & Maroon,Piyama/Pajamas BUNGA SALMA – Green & Maroon,Piyama/Pajamas Bunga Salma – Đỏ & Maroon
train_2637353345,cacf66df8d374ef0743a813418697430.jpg,dd841babe259b434,penjepit gantungan sapu pel di dinding mop holderanabel 0600,3759446651,Penjepit gantungan sapu pel di dinding mop holder/anabel 0600,Closer hanging pel on the wall mop holder/anabel 0600,Khung treo gần trên tường mop holder/anabel 0600
train_336945086,f52c6e07b1fa4b8f21f88dee3cba39a8.jpg,e42a1eac39b5389e,koko ramadhan pakistan  koko pria lengan 34,1367471899,Koko Ramadhan Pakistan - Koko Pria Lengan 3/4,Koko Ramadan Pakistan - Koko Male Arms 3/4,Koko Ramadan Pakistan - Koko Đàn ông Quân 3/4
train_1192450563,76f7bc909752de61431e9db54b55a3da.jpg,ce949617e9cac386,civeto kk023 kaos kaki pendek japanese cool solid line wanita,12491276,CIVETO KK023 Kaos Kaki Pendek Japanese Cool Solid Line Wanita,CIVETO KK023 Chaos Short Foot Japanese Cool Solid Line,CIVETO KK023 Chaos chân ngắn Nhật Bản Cool Solid Line
train_3110391688,1d8e881d44db31f328abc38c040acb6f.jpg,df522f9650d4c1c9,alat terapi hidung pilek sinusitis rhinitis bionase,193305108,Alat Terapi Hidung Pilek Sinusitis Rhinitis Bionase,The symptoms of sinusitis rhinitis bionase,Các triệu chứng của sinusitis rhinitis bionase
train_3185663292,1ea2aab2f0915fb9a3f685d797e5ade3.jpg,b966646c646cc6cd,miniso tumbler plastik mawar portable kontainer water bottle air 400ml 14oz,169556674,MINISO Tumbler Plastik Mawar Portable Kontainer Water Bottle air 400ml 14oz,MINISO Plastic Tumbler Portable Water Bottle container 400ml 14oz,MINISO Plastic Tumbler Ống nước ống ống 400ml 14oz
train_1817367332,ec3f79cc13aa5c965a09a492ec00ff1e.jpg,eb4a909da5b3916a,talenan 9 in 1 multifungsi baskom pisau parutan serbaguna,34039445,Talenan 9 in 1 Multifungsi Baskom Pisau Parutan Serbaguna,Talenan 9 in 1 Multifunction Baskom Battles,Talenan 9 trong 1 Trận Baskom đa chức năng
train_3625252048,4317e5a8cd4ab6533d90a774cfe01402.jpg,ee4ea4949a3b9992,sendok set stainless isi 24 pcs peralatan makan dapur,1453622496,Sendok Set Stainless Isi 24 Pcs Peralatan Makan Dapur,Stainless Set 24 Pcs Kitchen Equipment,Thiết bị nhà bếp 24pcs
train_3057152496,e76142561f198b8ee0ef9b21c9ab5ac8.jpg,b0cdcf32cb32cb82,etude house dear darling water gel tint new,2674362245,Etude house dear darling water gel tint new,Etude house dear darling water gel tint new,Etude nhà thân mến nước gel màu mới
train_1848698155,a6d95758cc6f22d9f64a4e4d1e597a68.jpg,bd06d0dbd0633669,refill bedak twc pixy 4 varian,1916716794,Refill bedak twc pixy 4 varian,The twc pixy 4 variants,Twc pixy 4 biến thể
train_1854681439,f57f5f1733160659c7ed35498b28be7d.jpg,be699389309e691b,paket jerawat aman dan ampuh me skincare,512666121,Paket jerawat aman dan ampuh Me skincare,Safe and powerful me skincare,An toàn và mạnh mẽ tôi skincar
train_2921149256,458b030fafacc782234a9531303c0c24.jpg,9b9965c4c338ba93,mmtoys mb149 mainan anak pagar tenda bayi 6 sisi 10pcs bola  pagar pengaman bayi pagar bermain baby,1697829030,MMTOYS MB149 Mainan Anak Pagar Tenda Bayi 6 Sisi 10pcs Bola / Pagar Pengaman Bayi Pagar Bermain Baby,MMTOYS MB149 Children's Toys 6 Side 10pcs Ball / Baby Safety Toys Baby Playing Toys,MMTOYS MB149 Trò chơi trẻ em 6 bên 10pcs bóng / Trò chơi an toàn trẻ em Trò chơi chơi trẻ em
train_1259981825,2ee10cdafcfc9256be51c88ad0936496.jpg,bfa4d04fa639c492,stylish colorful earphone case headset tempat koin,4043327914,Stylish Colorful Earphone Case Headset Tempat Koin,Stylish Colorful Earphone Case Headset,Hoạt động giải trí gần Earphone Case
train_4118882354,c74b3a5a9642623cfa13f009b4a4cf9f.jpg,aaa5d55a2b25969a,nuvo sabun batang 80 gr family fresh protect,1916852028,Nuvo Sabun Batang 80 gr Family Fresh Protect,Sweatshirt 80 gr Family Fresh Protect,Sweatshirt 80g Bảo vệ gia đình
train_349737935,531f7e2762f3977058bf53e99ebbb2b2.jpg,c0e799148d8e4f9e,kaylee set  setelan tunik  monalisa corak  realpict  promo  setelan wanita terlaris,1143014619,Kaylee Set / Setelan Tunik / Monalisa Corak / REALPICT / PROMO / Setelan Wanita Terlaris,Kaylee Set / Tunic Set / Monalisa Pattern / REALPICT / PROMO / Women's Most Selling Set,Kaylee Set / Tunic Set / Monalisa Pattern / REALPICT / PROMO / Phụ nữ bán hàng nhất Set
train_418938563,d6fd406d2edf3df2c9d1d3b447af1958.jpg,a43b91e363393639,fygalery celemek plastik karakter celemek pvc celemek waterproff apron masak motif hl0010,296475017,Fygalery Celemek Plastik Karakter Celemek PVC Celemek Waterproff Apron Masak Motif HL0010,Fygalery Plastic Character PVC Fygalery Waterproff Apron Cooking Motif HL0010,Phân bón nhựa Nhân vật PVC Phân bón chống nước Apron nấu ăn Motif HL0010
train_1860173389,38ec9cc0bc336f0de9280d66a9711b18.jpg,f0aadf29cc367422,smartwatch m4  heart rate  jam tangan pintar bisa baca detak jantung,3031982760,SMARTWATCH M4 - heart rate - jam tangan pintar bisa baca detak jantung,SMARTWATCH M4 - heart rate - smart clock can read heart rate,SMARTWATCH M4 - nhịp tim - đồng hồ thông minh có thể đọc nhịp tim
train_3110690777,a825215ed42a5f9c0db5ae7ffbd41da9.jpg,b8b1c1ce4cc90f97,jam tangan wanita 8123 jims honey timepieces,2043850607,JAM TANGAN WANITA 8123 JIMS HONEY TIMEPIECES,8123 James Honey Timepieces,8123 James Honey Đồng hồ
train_3080144562,bfde251f4f697d5d7487ff72b9ddf79d.jpg,e3939c6c663361cc,bjohnsons baby soap 100g,3425024447,"b""Johnson's Baby Soap 100g""",Johnson’s Baby Soap 100g,Xà phòng trẻ em Johnson 100g
train_2434193,1de881e2fddccc3d2e6ac269d41c0575.jpg,ea29cd94d3630a1f,mainan pesawat rc aerobus murah,2999941950,Mainan Pesawat RC Aerobus Murah,Cheap RC Airbus aircraft toys,Máy bay RC Airbus giá rẻ
train_3520412585,8e5bf4df78670f807b89c2b162d7b69f.jpg,b019cf6673c63299,toyosaki antena tv dalam luar digital aio 220 outdoor indoor digital analog,706897117,Toyosaki Antena TV Dalam Luar Digital AIO 220 Outdoor Indoor Digital Analog,Toyosaki Antenna TV Outdoor Digital AIO 220 Outdoor Indoor Digital Analog,Toyosaki Antenna TV ngoài trời Digital AIO 220 ngoài trời nội thất Digital Analog
train_2089704333,2007a9e4adb020206254e8fc24917854.jpg,e487c625586633cf,tenda castle mainan anak praktis bisa dibawa kemana saja tenda camping  pickaboo,805265130,Tenda Castle Mainan Anak Praktis Bisa Dibawa Kemana Saja Tenda Camping - Pickaboo,Praktikal Children's Castle Toys Tenda can be brought anywhere Camping Tenda - Pickaboo,Trò chơi lâu đài trẻ em thực tế Tenda có thể được mang đến bất cứ nơi nào Camping Tenda - Pickaboo
train_463141836,4407d04f304516bc1c28cb1cae740a59.jpg,fa189594878787c7,bms surabaya bantex index 110 26 holes for multiring binder b5 8608 00,3370833876,[BMS Surabaya] Bantex Index (1-10) 26 Holes For Multiring Binder B5 #8608 00,[BMS Surabaya] Bantex Index (1-10) 26 Holes For Multiring Binder B5 #8608 00,[BMS Surabaya] Chỉ số Bantex (1-10) 26 Lỗ cho Multiring Binder B5 #8608 00
train_3215073962,54f23df45d581beab282d10904251625.jpg,ad8784d6d250db5a,tas wanita import jinjing dan ransel chibao cb0804 0804 cb0805 0805 bordir  bahan parasut ku,1980477620,Tas Wanita Import Jinjing dan Ransel CHIBAO CB0804 0804 CB0805 0805 Bordir  Bahan Parasut Ku,Women's Import Bag Jinjing and Ransel CHIBAO CB0804 0804 CB0805 0805 Border My Passenger Material,Phụ nữ nhập khẩu túi xách và ransel CHIBAO CB0804 0804 CB0805 0805 biên giới vật liệu hành khách của tôi
train_2534646575,e91e35ef96cc81d602d6737a0b42ee67.jpg,dab5374a24995b85,metro88 shop perlak bayi waterproof  alas ompol bayi portable,159715868,Metro88 Shop Perlak Bayi Waterproof / Alas Ompol Bayi Portable,Metro88 Shop Baby Treatment Waterproof/Alas Ompol Baby Portable,Metro88 Shop Trẻ em Điều trị chống nước/Alas Ompol Baby Portable
train_3319288885,fa0106896e661316e06f3e3255f3d36b.jpg,e6e319e019ce8d99,nivea men black  white fresh spray 150 ml,3466850606,Nivea Men Black & White Fresh Spray 150 ml,Nivea Men Black & White Fresh Spray 150ml,Nivea Đàn ông Đen & Đen Spray 150ml
train_539793757,2736df7a78a9dcb0aabe09102d3e854d.jpg,aee5931ee4abe110,cosmetic bag  tas kosmetik murah,3433277712,Cosmetic Bag / Tas Kosmetik Murah,Cosmetic Bag / Cheap Cosmetic Bag,Túi mỹ phẩm / Cheap Cosmetic Bag
train_2747781252,e8782bbaf2c162f06af9ab3426f2f167.jpg,b065c7389ac7cf30,acnol lotion 10 ml,1746655739,Acnol Lotion 10 ml,Acnol Lotion 10ml,Chất lượng Acnol Lotion 10ml
train_2008569610,bf1aa9178b0ca65890efe0d071e4c11e.jpg,c4d0bb66663e5668,cover penutup kulkas anti air dan debu  taplak penutup kulkas,2635748325,Cover Penutup Kulkas Anti Air dan Debu / Taplak Penutup kulkas,Water and dust refrigerator cover / refrigerator cover,Nước và bụi tủ lạnh / tủ lạnh
train_1703043998,667ec79a789f3d21749bf9ecc5068127.jpg,bd2b8b6cccc8c8cc,headset earphone magnet ma10,1341102124,Headset /earphone magnet MA10,Headset/earphone magnet MA10,Headset / điện thoại Magnet MA10
train_4159282123,ac6849e16e51cfada1e0a7ea47697e42.jpg,df97a06e7d02901e,propolis platinum klink  klink brazillian propolis,3693257008,Propolis Platinum KLink / K-link Brazillian Propolis,Propolis Platinum KLink / K-link Brazillian Propolis,Propolis Platinum KLink / K-link Brazil Propolis (liên kết sửa đổi)
train_3874667288,e9b33bc2f592965a2e8329c8c17a80ec.jpg,b289cd3399ccc933,cairan  air  pembersih softlens nice look 60 ml,710388512,Cairan / Air / Pembersih Softlens Nice Look 60 ml,Softlens Nice Look 60ml,Màn hình Softlens Nice Look 60ml
train_2636843319,e6b05a20d7f91bf479da544d3d67a95e.jpg,af978f0d852ec8e0,dot puting lembut ukuran s  m  l x l wide caliberwholesale,1306578136,Dot Puting Lembut Ukuran S / M / L /X L /wide caliber/wholesale,S / M / L / X L / Wide Caliber / Wholesale,S / M / L / X L / Wide Caliber / Bán buôn
train_3058442634,f1b48b884b5cd11f498b2c08c2e9ef1d.jpg,f7111788769c3876,fasion jepit rambut hairclip model barrette dengan mutiara gaya korea untuk wanita accessories,708804806,Fasion Jepit Rambut Hairclip Model Barrette Dengan Mutiara Gaya Korea Untuk Wanita accessories,Hairclip Barrette Model with Korean Style Mouse For Women Accessories,Tóc Barrette mô hình với chuột phong cách Hàn Quốc cho phụ nữ phụ kiện
train_439944660,43e30d9ca619e25799f31d9dde31f01b.jpg,d4cf22ddb5a189a8,wallpaper bata foam 3d 77cm x 70cm putih,1322490187,Wallpaper Bata Foam 3D 77cm x 70cm Putih,Wallpaper 3D Foam 77cm x 70cm White,Hình nền 3D Foam 77cm x 70cm Trắng
train_3481020113,35ab343b401fed0d2541821f3a8649fe.jpg,bb6cc04f33da3388,souvenir celengan kaleng bukatutup polos,2879545382,Souvenir Celengan Kaleng Buka-Tutup Polos,Memory of Open-Closed Pools,Bộ nhớ các hồ bơi đóng cửa
train_112642090,2939e604f1699c77545b3c8d113195d7.jpg,b6c3c13cacecae42,polysilane sirupsuspensi 100 ml 2  botol  obat maag dan kembung,2151569474,Polysilane Sirup/Suspensi 100 mL (2  Botol) - Obat Maag dan Kembung,Polysilane Sirup / Suspension 100 mL (2 Bottles) - Drugs and Drugs,Polysilane Sirup / Suspension 100 mL (2 chai) - Thuốc và Thuốc
train_1037264235,8b14eda0ffede37681900b73e304e335.jpg,b6951a66c163669d,kaos kaki pria hidden sock pendek bawah mata kaki nike foot cover olahraga polos terbaru,1091404026,Kaos Kaki Pria Hidden Sock Pendek Bawah Mata Kaki Nike Foot Cover Olahraga Polos Terbaru,The Hidden Sock Under the Eyes of the Nike Foot Cover,Cà phê ẩn dưới mắt của Nike Foot Cover
train_2797516418,ec71c9d66f02de8b0ce7b042865941ba.jpg,ae0e4cf0982bb1f9,hot sale women brooch bros wanita jarum collar liar mutiara berkepala fashion accessory,1743836556,Hot sale women brooch Bros wanita Jarum Collar Liar Mutiara Berkepala fashion accessory,Hot sale women brooch Bros female jar Collar wild hairy hairy fashion accessory,Bán nóng phụ nữ brooch Bros phụ nữ jar Collar hoang dã tóc tóc thời trang phụ kiện
train_1584995517,4feb8f2269c370f79613997670598534.jpg,b3d1c42e3ef1390a,ventela bts 70s low cream  sepatu sneaker lokal terbaik,3797937447,VENTELA BTS 70`S LOW CREAM - SEPATU SNEAKER LOKAL TERBAIK,VENTELA BTS 70`S LOW CREAM – one of the best local sneakers,VENTELA BTS 70`S LOW CREAM – một trong những sneakers địa phương tốt nhất
train_2970050554,8313696ff080e935a4693797317be78c.jpg,9c3c21777517864e,gantungan sapu dan alat pel tempel dinding tanpa paku,3759446651,Gantungan Sapu dan Alat Pel Tempel Dinding Tanpa Paku,Wipes and Temple Painting Tool Without Painting,Wipes và Temple Painting Tool mà không cần vẽ
train_144478963,fc2e36cda5e117908886e8b6e5da4519.jpg,93c6ec383993ec4c,lip ice repair  treatment lip gel,3331923021,Lip Ice Repair & Treatment Lip Gel,Lip Ice Repair and Treatment,Chế độ sửa chữa và điều trị băng
train_2413761539,b6c28fe1b255cb5c67248405240cb61c.jpg,e66039db9b82d998,forever 21 fvr 21 women classic legging,1074678405,Forever 21 FVR 21 Women Classic Legging,Forever 21 FVR 21 Women Classic Legging,Forever 21 FVR 21 Phụ nữ cổ điển
train_1738939704,cf454354fffc5c243c6b6395d693da1c.jpg,a49ec3619e73c465,sendal  sandal flat best seller unisex webing,3912457894,Sendal / Sandal Flat Best Seller Unisex WEBING,Sandal Flat Best Seller Unisex,Sandal Flat bán chạy nhất Unisex
train_2096335458,ac4258e8829bd7d6c5af291768a3c203.jpg,d5aa4b9a6bb964c0,headset earphone handsfree oppo original,3512064284,Headset Earphone Handsfree Oppo Original,Earphone Handsfree Oppo Original,Điện thoại thông minh Oppo Original
train_1132571023,a4dee72cd950454ca3f22cadf8270d54.jpg,b9844e353fcac932,innisfree sheet mask my real squeeze,927285629,INNISFREE SHEET MASK MY REAL SQUEEZE,My Real Squeeze Shoe Mask,Mặt nạ giày Squeeze thực sự
train_441772249,b1c2085748f264be4fbb042d759224ce.jpg,be40b1378aa69ba6,jam tangan pria anti air sunto core  putar,2453253252,Jam tangan Pria anti air sunto core ( putar ),Man's Anti-Water Sunto Core Clock,Đồng hồ chống nước Sunto Core
train_1358576431,d1cfbe4c13deb740785952020018b6f9.jpg,f49bc2640f6d9866,lakme classic skin brightening compact powder,1313028914,Lakme Classic Skin Brightening Compact Powder,Classic Skin Brightening Compact Powder,Bột làm sáng da cổ điển Compact Powder
train_2554777657,d794d3fe70b8f1b436f3afdca3b7eb5d.jpg,aeb3914c6eb1914e,isi pensil mekanik 2b 05 joyk o,4009611724,"Isi Pensil Mekanik 2B 0,5 Joyk o",Mechanical Pencil 2B 0.5 Joyk O,Màn hình 2B 0.5 Joyk O
